,price
39610,145
39611,185
39612,250
39613,120
39614,99
39615,120
39616,75
39617,180
39618,250
39619,30
39620,114
39621,45
39622,100
39623,271
39624,34
39625,85
39626,150
39627,50
39628,75
39629,70
39630,60
39631,37
39632,135
39633,340
39634,300
39635,65
39636,300
39637,180
39638,40
39639,70
39640,80
39641,160
39642,45
39643,85
39644,80
39645,110
39646,285
39647,49
39648,60
39649,300
39650,90
39651,55
39652,190
39653,80
39654,30
39655,195
39656,100
39657,160
39658,100
39659,60
39660,150
39661,65
39662,50
39663,150
39664,450
39665,115
39666,48
39667,499
39668,515
39669,240
39670,500
39671,48
39672,80
39673,109
39674,52
39675,139
39676,30
39677,145
39678,80
39679,220
39680,180
39681,70
39682,99
39683,220
39684,61
39685,180
39686,45
39687,140
39688,99
39689,70
39690,60
39691,250
39692,85
39693,350
39694,31
39695,190
39696,180
39697,60
39698,38
39699,210
39700,68
39701,350
39702,80
39703,60
39704,125
39705,120
39706,155
39707,45
39708,60
39709,175
39710,85
39711,109
39712,98
39713,400
39714,125
39715,750
39716,160
39717,125
39718,93
39719,275
39720,375
39721,250
39722,100
39723,80
39724,299
39725,100
39726,90
39727,55
39728,180
39729,45
39730,80
39731,153
39732,80
39733,350
39734,125
39735,600
39736,1000
39737,425
39738,88
39739,65
39740,420
39741,220
39742,1350
39743,179
39744,119
39745,89
39746,175
39747,100
39748,380
39749,45
39750,300
39751,443
39752,50
39753,116
39754,119
39755,180
39756,225
39757,150
39758,179
39759,200
39760,60
39761,280
39762,129
39763,300
39764,83
39765,300
39766,1000
39767,55
39768,30
39769,262
39770,255
39771,245
39772,185
39773,185
39774,252
39775,189
39776,228
39777,240
39778,241
39779,265
39780,263
39781,243
39782,254
39783,35
39784,45
39785,200
39786,40
39787,180
39788,80
39789,80
39790,60
39791,115
39792,235
39793,150
39794,100
39795,120
39796,199
39797,150
39798,100
39799,89
39800,70
39801,113
39802,85
39803,80
39804,150
39805,20
39806,40
39807,499
39808,200
39809,75
39810,299
39811,40
39812,57
39813,450
39814,1075
39815,55
39816,32
39817,150
39818,50
39819,32
39820,175
39821,40
39822,40
39823,55
39824,175
39825,200
39826,102
39827,99
39828,200
39829,55
39830,65
39831,140
39832,100
39833,550
39834,134
39835,150
39836,105
39837,75
39838,250
39839,295
39840,32
39841,35
39842,180
39843,70
39844,130
39845,60
39846,3000
39847,85
39848,80
39849,80
39850,220
39851,80
39852,120
39853,200
39854,40
39855,60
39856,80
39857,69
39858,160
39859,180
39860,32
39861,956
39862,32
39863,40
39864,40
39865,230
39866,55
39867,99
39868,70
39869,139
39870,135
39871,125
39872,350
39873,99
39874,410
39875,65
39876,60
39877,450
39878,33
39879,120
39880,60
39881,130
39882,100
39883,75
39884,199
39885,183
39886,35
39887,22
39888,104
39889,100
39890,40
39891,150
39892,820
39893,69
39894,49
39895,205
39896,91
39897,90
39898,306
39899,300
39900,45
39901,520
39902,58
39903,220
39904,80
39905,130
39906,70
39907,40
39908,399
39909,118
39910,100
39911,37
39912,1999
39913,370
39914,165
39915,125
39916,105
39917,99
39918,35
39919,100
39920,150
39921,175
39922,75
39923,85
39924,100
39925,200
39926,20
39927,155
39928,400
39929,60
39930,135
39931,55
39932,215
39933,227
39934,200
39935,140
39936,120
39937,250
39938,90
39939,100
39940,205
39941,200
39942,200
39943,55
39944,65
39945,55
39946,250
39947,50
39948,58
39949,56
39950,55
39951,160
39952,149
39953,35
39954,250
39955,175
39956,55
39957,55
39958,100
39959,89
39960,140
39961,649
39962,20
39963,189
39964,55
39965,60
39966,65
39967,89
39968,68
39969,89
39970,165
39971,142
39972,100
39973,46
39974,75
39975,63
39976,75
39977,120
39978,249
39979,250
39980,60
39981,69
39982,35
39983,70
39984,100
39985,200
39986,65
39987,399
39988,120
39989,120
39990,120
39991,60
39992,60
39993,100
39994,125
39995,90
39996,100
39997,35
39998,75
39999,70
40000,200
40001,45
40002,28
40003,85
40004,300
40005,50
40006,80
40007,350
40008,295
40009,130
40010,80
40011,60
40012,79
40013,70
40014,225
40015,300
40016,83
40017,373
40018,100
40019,310
40020,209
40021,247
40022,300
40023,80
40024,99
40025,100
40026,60
40027,105
40028,40
40029,189
40030,300
40031,199
40032,890
40033,42
40034,200
40035,44
40036,30
40037,145
40038,60
40039,48
40040,350
40041,90
40042,35
40043,85
40044,250
40045,70
40046,35
40047,160
40048,93
40049,45
40050,249
40051,150
40052,49
40053,48
40054,65
40055,27
40056,100
40057,35
40058,120
40059,59
40060,120
40061,50
40062,65
40063,500
40064,80
40065,65
40066,110
40067,100
40068,85
40069,288
40070,55
40071,200
40072,60
40073,112
40074,59
40075,175
40076,35
40077,150
40078,61
40079,70
40080,169
40081,130
40082,70
40083,55
40084,200
40085,100
40086,1750
40087,48
40088,50
40089,55
40090,35
40091,50
40092,115
40093,250
40094,60
40095,155
40096,188
40097,205
40098,185
40099,200
40100,200
40101,150
40102,144
40103,279
40104,40
40105,125
40106,100
40107,195
40108,120
40109,65
40110,125
40111,45
40112,89
40113,45
40114,250
40115,65
40116,450
40117,299
40118,150
40119,60
40120,99
40121,30
40122,38
40123,150
40124,250
40125,80
40126,70
40127,300
40128,39
40129,70
40130,300
40131,250
40132,199
40133,25
40134,350
40135,60
40136,125
40137,81
40138,219
40139,35
40140,32
40141,35
40142,35
40143,75
40144,52
40145,40
40146,215
40147,100
40148,110
40149,75
40150,150
40151,30
40152,1000
40153,125
40154,99
40155,210
40156,100
40157,30
40158,190
40159,110
40160,250
40161,59
40162,48
40163,70
40164,48
40165,90
40166,125
40167,88
40168,60
40169,97
40170,99
40171,48
40172,48
40173,35
40174,156
40175,100
40176,98
40177,99
40178,175
40179,38
40180,35
40181,200
40182,180
40183,200
40184,195
40185,50
40186,60
40187,45
40188,55
40189,90
40190,47
40191,65
40192,250
40193,120
40194,42
40195,36
40196,42
40197,100
40198,89
40199,45
40200,20
40201,70
40202,478
40203,150
40204,400
40205,209
40206,30
40207,200
40208,205
40209,85
40210,365
40211,65
40212,60
40213,120
40214,80
40215,69
40216,20
40217,75
40218,60
40219,143
40220,200
40221,115
40222,45
40223,100
40224,72
40225,75
40226,40
40227,79
40228,130
40229,40
40230,45
40231,42
40232,100
40233,99
40234,33
40235,90
40236,35
40237,150
40238,70
40239,60
40240,130
40241,50
40242,75
40243,45
40244,150
40245,75
40246,70
40247,200
40248,110
40249,216
40250,100
40251,40
40252,60
40253,60
40254,308
40255,75
40256,187
40257,39
40258,60
40259,75
40260,45
40261,33
40262,75
40263,39
40264,187
40265,100
40266,85
40267,119
40268,75
40269,50
40270,150
40271,72
40272,50
40273,59
40274,125
40275,100
40276,100
40277,160
40278,50
40279,45
40280,90
40281,39
40282,60
40283,251
40284,67
40285,92
40286,147
40287,115
40288,130
40289,209
40290,55
40291,125
40292,65
40293,55
40294,68
40295,50
40296,55
40297,67
40298,50
40299,35
40300,104
40301,80
40302,99
40303,125
40304,155
40305,110
40306,30
40307,89
40308,105
40309,60
40310,175
40311,70
40312,175
40313,299
40314,65
40315,28
40316,39
40317,300
40318,80
40319,34
40320,53
40321,80
40322,61
40323,110
40324,75
40325,150
40326,38
40327,180
40328,125
40329,300
40330,75
40331,450
40332,110
40333,33
40334,399
40335,90
40336,175
40337,140
40338,190
40339,111
40340,45
40341,65
40342,70
40343,50
40344,69
40345,70
40346,399
40347,55
40348,90
40349,500
40350,160
40351,200
40352,209
40353,120
40354,99
40355,80
40356,249
40357,120
40358,140
40359,110
40360,200
40361,145
40362,70
40363,260
40364,60
40365,150
40366,190
40367,70
40368,39
40369,115
40370,200
40371,210
40372,70
40373,135
40374,275
40375,199
40376,200
40377,80
40378,140
40379,1080
40380,225
40381,45
40382,150
40383,175
40384,53
40385,44
40386,59
40387,65
40388,65
40389,59
40390,50
40391,70
40392,59
40393,199
40394,300
40395,61
40396,90
40397,60
40398,179
40399,199
40400,150
40401,85
40402,80
40403,300
40404,100
40405,35
40406,74
40407,150
40408,100
40409,114
40410,140
40411,77
40412,1299
40413,170
40414,175
40415,156
40416,110
40417,100
40418,45
40419,40
40420,110
40421,114
40422,135
40423,35
40424,39
40425,65
40426,85
40427,116
40428,101
40429,200
40430,85
40431,70
40432,172
40433,9999
40434,120
40435,65
40436,115
40437,200
40438,60
40439,25
40440,68
40441,19
40442,250
40443,495
40444,525
40445,395
40446,82
40447,100
40448,70
40449,100
40450,35
40451,80
40452,100
40453,120
40454,175
40455,130
40456,55
40457,65
40458,100
40459,139
40460,105
40461,90
40462,60
40463,300
40464,179
40465,70
40466,229
40467,100
40468,49
40469,250
40470,60
40471,125
40472,125
40473,109
40474,400
40475,45
40476,197
40477,85
40478,120
40479,170
40480,40
40481,55
40482,125
40483,100
40484,180
40485,40
40486,156
40487,99
40488,145
40489,247
40490,120
40491,70
40492,80
40493,200
40494,150
40495,599
40496,188
40497,110
40498,99
40499,100
40500,70
40501,75
40502,30
40503,180
40504,225
40505,125
40506,130
40507,145
40508,28
40509,49
40510,40
40511,271
40512,100
40513,88
40514,86
40515,55
40516,300
40517,125
40518,200
40519,80
40520,45
40521,80
40522,99
40523,70
40524,100
40525,85
40526,49
40527,69
40528,40
40529,175
40530,65
40531,85
40532,140
40533,75
40534,350
40535,150
40536,50
40537,80
40538,133
40539,80
40540,50
40541,219
40542,60
40543,307
40544,233
40545,235
40546,40
40547,100
40548,92
40549,45
40550,50
40551,200
40552,42
40553,249
40554,150
40555,35
40556,165
40557,170
40558,289
40559,400
40560,55
40561,250
40562,56
40563,120
40564,149
40565,225
40566,225
40567,80
40568,59
40569,65
40570,39
40571,140
40572,165
40573,100
40574,55
40575,40
40576,115
40577,400
40578,35
40579,40
40580,110
40581,35
40582,225
40583,130
40584,299
40585,400
40586,2500
40587,60
40588,225
40589,130
40590,128
40591,45
40592,89
40593,39
40594,47
40595,49
40596,49
40597,1150
40598,61
40599,70
40600,105
40601,40
40602,50
40603,175
40604,50
40605,92
40606,95
40607,80
40608,90
40609,250
40610,40
40611,80
40612,80
40613,63
40614,150
40615,75
40616,71
40617,89
40618,99
40619,99
40620,50
40621,170
40622,50
40623,82
40624,299
40625,121
40626,75
40627,199
40628,149
40629,79
40630,60
40631,45
40632,125
40633,199
40634,48
40635,40
40636,85
40637,45
40638,1050
40639,68
40640,41
40641,80
40642,77
40643,72
40644,79
40645,120
40646,100
40647,106
40648,110
40649,135
40650,90
40651,750
40652,47
40653,600
40654,130
40655,100
40656,180
40657,55
40658,60
40659,350
40660,130
40661,65
40662,90
40663,120
40664,70
40665,135
40666,95
40667,86
40668,236
40669,50
40670,100
40671,70
40672,60
40673,49
40674,70
40675,97
40676,155
40677,58
40678,70
40679,57
40680,129
40681,109
40682,128
40683,80
40684,125
40685,85
40686,55
40687,69
40688,115
40689,59
40690,120
40691,80
40692,120
40693,57
40694,25
40695,95
40696,65
40697,100
40698,140
40699,85
40700,87
40701,205
40702,145
40703,236
40704,72
40705,149
40706,95
40707,213
40708,150
40709,80
40710,80
40711,190
40712,200
40713,50
40714,99
40715,199
40716,95
40717,129
40718,300
40719,199
40720,110
40721,175
40722,200
40723,60
40724,250
40725,99
40726,130
40727,120
40728,55
40729,115
40730,250
40731,80
40732,80
40733,45
40734,1295
40735,79
40736,29
40737,95
40738,40
40739,75
40740,200
40741,105
40742,135
40743,130
40744,60
40745,50
40746,135
40747,120
40748,136
40749,50
40750,41
40751,175
40752,85
40753,71
40754,80
40755,85
40756,255
40757,250
40758,95
40759,119
40760,65
40761,110
40762,160
40763,68
40764,1200
40765,119
40766,250
40767,49
40768,99
40769,200
40770,20
40771,140
40772,250
40773,220
40774,145
40775,200
40776,175
40777,45
40778,120
40779,125
40780,150
40781,68
40782,167
40783,220
40784,250
40785,80
40786,107
40787,54
40788,135
40789,35
40790,45
40791,200
40792,200
40793,165
40794,85
40795,57
40796,225
40797,150
40798,75
40799,220
40800,50
40801,50
40802,175
40803,70
40804,90
40805,56
40806,65
40807,100
40808,20
40809,65
40810,200
40811,90
40812,97
40813,45
40814,85
40815,40
40816,50
40817,100
40818,50
40819,299
40820,285
40821,170
40822,100
40823,60
40824,70
40825,140
40826,215
40827,52
40828,85
40829,250
40830,135
40831,230
40832,54
40833,70
40834,100
40835,75
40836,80
40837,110
40838,250
40839,349
40840,59
40841,80
40842,325
40843,80
40844,69
40845,48
40846,120
40847,120
40848,45
40849,85
40850,59
40851,100
40852,65
40853,375
40854,45
40855,117
40856,48
40857,48
40858,53
40859,99
40860,48
40861,150
40862,44
40863,55
40864,85
40865,115
40866,45
40867,75
40868,99
40869,80
40870,209
40871,185
40872,65
40873,65
40874,38
40875,80
40876,75
40877,75
40878,243
40879,130
40880,55
40881,160
40882,115
40883,123
40884,105
40885,280
40886,700
40887,70
40888,129
40889,37
40890,150
40891,150
40892,54
40893,185
40894,250
40895,79
40896,200
40897,250
40898,59
40899,132
40900,34
40901,70
40902,90
40903,40
40904,250
40905,89
40906,35
40907,59
40908,130
40909,59
40910,50
40911,73
40912,400
40913,73
40914,39
40915,225
40916,275
40917,65
40918,126
40919,63
40920,165
40921,65
40922,50
40923,110
40924,40
40925,495
40926,200
40927,130
40928,40
40929,95
40930,218
40931,65
40932,34
40933,95
40934,32
40935,80
40936,250
40937,107
40938,46
40939,175
40940,159
40941,31
40942,115
40943,75
40944,50
40945,149
40946,84
40947,50
40948,175
40949,65
40950,90
40951,89
40952,145
40953,150
40954,50
40955,87
40956,65
40957,30
40958,145
40959,225
40960,100
40961,42
40962,75
40963,90
40964,267
40965,140
40966,60
40967,60
40968,73
40969,60
40970,60
40971,60
40972,48
40973,60
40974,100
40975,60
40976,60
40977,60
40978,60
40979,80
40980,60
40981,60
40982,60
40983,60
40984,60
40985,100
40986,60
40987,120
40988,115
40989,200
40990,110
40991,65
40992,57
40993,175
40994,44
40995,80
40996,44
40997,80
40998,99
40999,250
41000,99
41001,99
41002,50
41003,86
41004,519
41005,75
41006,65
41007,37
41008,65
41009,40
41010,65
41011,65
41012,80
41013,40
41014,65
41015,130
41016,70
41017,120
41018,110
41019,142
41020,100
41021,159
41022,40
41023,199
41024,49
41025,49
41026,75
41027,38
41028,75
41029,100
41030,70
41031,95
41032,50
41033,41
41034,90
41035,190
41036,119
41037,110
41038,185
41039,68
41040,95
41041,113
41042,45
41043,699
41044,200
41045,799
41046,42
41047,95
41048,275
41049,85
41050,79
41051,60
41052,90
41053,250
41054,75
41055,450
41056,225
41057,30
41058,120
41059,80
41060,100
41061,275
41062,175
41063,300
41064,300
41065,99
41066,20
41067,135
41068,120
41069,289
41070,60
41071,160
41072,149
41073,99
41074,100
41075,75
41076,120
41077,199
41078,70
41079,299
41080,299
41081,75
41082,120
41083,250
41084,60
41085,75
41086,276
41087,130
41088,50
41089,180
41090,115
41091,260
41092,128
41093,75
41094,60
41095,70
41096,150
41097,100
41098,36
41099,99
41100,355
41101,75
41102,35
41103,211
41104,40
41105,55
41106,62
41107,37
41108,80
41109,60
41110,75
41111,110
41112,60
41113,225
41114,100
41115,200
41116,60
41117,199
41118,61
41119,375
41120,200
41121,120
41122,144
41123,175
41124,50
41125,60
41126,250
41127,180
41128,250
41129,60
41130,60
41131,58
41132,309
41133,190
41134,55
41135,45
41136,115
41137,200
41138,199
41139,50
41140,121
41141,45
41142,50
41143,44
41144,75
41145,150
41146,120
41147,165
41148,120
41149,450
41150,295
41151,115
41152,55
41153,35
41154,139
41155,50
41156,48
41157,80
41158,70
41159,90
41160,40
41161,80
41162,50
41163,55
41164,100
41165,345
41166,169
41167,35
41168,65
41169,80
41170,250
41171,60
41172,120
41173,575
41174,100
41175,450
41176,33
41177,55
41178,80
41179,30
41180,160
41181,1500
41182,25
41183,128
41184,450
41185,80
41186,128
41187,40
41188,40
41189,150
41190,53
41191,90
41192,30
41193,62
41194,45
41195,125
41196,110
41197,99
41198,50
41199,90
41200,42
41201,400
41202,67
41203,150
41204,60
41205,90
41206,42
41207,190
41208,300
41209,189
41210,120
41211,150
41212,85
41213,35
41214,1978
41215,1494
41216,3512
41217,600
41218,85
41219,150
41220,50
41221,115
41222,31
41223,53
41224,890
41225,80
41226,50
41227,179
41228,130
41229,85
41230,800
41231,40
41232,135
41233,80
41234,90
41235,159
41236,150
41237,40
41238,59
41239,500
41240,100
41241,159
41242,119
41243,42
41244,49
41245,76
41246,97
41247,300
41248,93
41249,220
41250,175
41251,699
41252,96
41253,100
41254,100
41255,299
41256,160
41257,110
41258,220
41259,130
41260,70
41261,150
41262,180
41263,100
41264,250
41265,250
41266,125
41267,70
41268,40
41269,200
41270,53
41271,55
41272,799
41273,48
41274,60
41275,69
41276,295
41277,60
41278,65
41279,115
41280,300
41281,45
41282,175
41283,1000
41284,150
41285,200
41286,55
41287,160
41288,110
41289,180
41290,90
41291,125
41292,68
41293,365
41294,71
41295,150
41296,185
41297,145
41298,148
41299,46
41300,165
41301,225
41302,180
41303,250
41304,170
41305,175
41306,100
41307,150
41308,70
41309,100
41310,180
41311,98
41312,96
41313,167
41314,85
41315,500
41316,98
41317,125
41318,75
41319,280
41320,99
41321,400
41322,290
41323,37
41324,80
41325,295
41326,160
41327,382
41328,45
41329,245
41330,80
41331,75
41332,230
41333,250
41334,145
41335,100
41336,80
41337,100
41338,300
41339,55
41340,250
41341,170
41342,100
41343,418
41344,110
41345,140
41346,75
41347,250
41348,65
41349,75
41350,30
41351,69
41352,60
41353,69
41354,69
41355,140
41356,450
41357,220
41358,210
41359,65
41360,58
41361,150
41362,245
41363,245
41364,200
41365,229
41366,204
41367,100
41368,156
41369,30
41370,240
41371,132
41372,130
41373,404
41374,234
41375,425
41376,235
41377,503
41378,250
41379,40
41380,258
41381,392
41382,375
41383,231
41384,194
41385,240
41386,229
41387,230
41388,472
41389,256
41390,149
41391,40
41392,95
41393,150
41394,51
41395,175
41396,75
41397,125
41398,282
41399,200
41400,999
41401,454
41402,262
41403,472
41404,203
41405,247
41406,377
41407,229
41408,234
41409,503
41410,228
41411,404
41412,252
41413,229
41414,431
41415,412
41416,403
41417,229
41418,227
41419,205
41420,85
41421,194
41422,214
41423,229
41424,185
41425,234
41426,201
41427,229
41428,244
41429,227
41430,451
41431,241
41432,252
41433,250
41434,419
41435,505
41436,228
41437,242
41438,175
41439,221
41440,203
41441,228
41442,215
41443,300
41444,198
41445,468
41446,227
41447,236
41448,244
41449,120
41450,248
41451,241
41452,390
41453,230
41454,230
41455,227
41456,214
41457,188
41458,247
41459,220
41460,196
41461,218
41462,130
41463,396
41464,214
41465,50
41466,196
41467,380
41468,229
41469,498
41470,215
41471,231
41472,234
41473,212
41474,228
41475,214
41476,214
41477,201
41478,214
41479,235
41480,165
41481,256
41482,248
41483,216
41484,223
41485,229
41486,200
41487,110
41488,150
41489,55
41490,65
41491,150
41492,100
41493,68
41494,100
41495,215
41496,65
41497,85
41498,50
41499,255
41500,37
41501,300
41502,75
41503,50
41504,64
41505,225
41506,50
41507,35
41508,170
41509,211
41510,95
41511,52
41512,64
41513,85
41514,200
41515,41
41516,54
41517,55
41518,195
41519,33
41520,220
41521,210
41522,50
41523,612
41524,45
41525,650
41526,129
41527,175
41528,65
41529,70
41530,195
41531,128
41532,150
41533,80
41534,300
41535,215
41536,40
41537,80
41538,77
41539,95
41540,100
41541,49
41542,120
41543,89
41544,26
41545,170
41546,65
41547,120
41548,150
41549,57
41550,108
41551,70
41552,89
41553,99
41554,115
41555,90
41556,135
41557,119
41558,136
41559,67
41560,365
41561,97
41562,100
41563,220
41564,200
41565,45
41566,145
41567,195
41568,75
41569,160
41570,25
41571,85
41572,38
41573,150
41574,75
41575,60
41576,55
41577,100
41578,125
41579,140
41580,1200
41581,177
41582,50
41583,999
41584,999
41585,999
41586,60
41587,60
41588,158
41589,140
41590,60
41591,60
41592,130
41593,140
41594,100
41595,125
41596,74
41597,65
41598,500
41599,30
41600,650
41601,125
41602,65
41603,80
41604,379
41605,189
41606,321
41607,285
41608,40
41609,42
41610,90
41611,145
41612,400
41613,150
41614,61
41615,50
41616,95
41617,160
41618,40
41619,40
41620,28
41621,42
41622,42
41623,42
41624,42
41625,37
41626,225
41627,43
41628,160
41629,115
41630,27
41631,40
41632,159
41633,150
41634,155
41635,249
41636,85
41637,188
41638,488
41639,55
41640,425
41641,133
41642,300
41643,79
41644,100
41645,57
41646,260
41647,1497
41648,55
41649,51
41650,95
41651,125
41652,275
41653,35
41654,35
41655,26
41656,26
41657,175
41658,95
41659,215
41660,95
41661,66
41662,239
41663,239
41664,209
41665,306
41666,60
41667,110
41668,750
41669,67
41670,75
41671,200
41672,60
41673,190
41674,85
41675,125
41676,50
41677,172
41678,80
41679,58
41680,179
41681,49
41682,166
41683,133
41684,220
41685,62
41686,125
41687,80
41688,70
41689,40
41690,250
41691,100
41692,179
41693,240
41694,55
41695,317
41696,515
41697,57
41698,175
41699,41
41700,180
41701,35
41702,200
41703,60
41704,125
41705,200
41706,70
41707,220
41708,25
41709,100
41710,75
41711,108
41712,250
41713,62
41714,65
41715,1250
41716,180
41717,85
41718,325
41719,104
41720,77
41721,50
41722,120
41723,70
41724,95
41725,150
41726,42
41727,180
41728,110
41729,52
41730,180
41731,80
41732,90
41733,79
41734,100
41735,420
41736,500
41737,135
41738,51
41739,64
41740,48
41741,500
41742,55
41743,55
41744,55
41745,282
41746,192
41747,202
41748,169
41749,200
41750,169
41751,172
41752,199
41753,202
41754,150
41755,160
41756,204
41757,112
41758,150
41759,179
41760,99
41761,110
41762,29
41763,150
41764,60
41765,175
41766,78
41767,96
41768,74
41769,100
41770,2850
41771,240
41772,120
41773,35
41774,120
41775,190
41776,400
41777,210
41778,310
41779,66
41780,175
41781,100
41782,100
41783,75
41784,175
41785,55
41786,75
41787,30
41788,69
41789,65
41790,85
41791,143
41792,206
41793,65
41794,150
41795,107
41796,500
41797,87
41798,175
41799,48
41800,82
41801,78
41802,105
41803,285
41804,250
41805,83
41806,35
41807,86
41808,76
41809,150
41810,80
41811,145
41812,149
41813,150
41814,55
41815,33
41816,62
41817,175
41818,90
41819,85
41820,47
41821,62
41822,47
41823,47
41824,90
41825,199
41826,40
41827,90
41828,150
41829,125
41830,350
41831,70
41832,36
41833,175
41834,75
41835,160
41836,150
41837,295
41838,295
41839,125
41840,215
41841,115
41842,175
41843,299
41844,146
41845,250
41846,161
41847,140
41848,55
41849,235
41850,200
41851,48
41852,66
41853,47
41854,59
41855,59
41856,70
41857,47
41858,47
41859,85
41860,300
41861,160
41862,100
41863,220
41864,58
41865,145
41866,67
41867,70
41868,35
41869,50
41870,500
41871,126
41872,48
41873,139
41874,123
41875,135
41876,73
41877,369
41878,35
41879,39
41880,120
41881,50
41882,125
41883,60
41884,200
41885,55
41886,130
41887,200
41888,185
41889,500
41890,540
41891,120
41892,700
41893,990
41894,150
41895,280
41896,135
41897,69
41898,110
41899,180
41900,257
41901,243
41902,39
41903,95
41904,65
41905,165
41906,59
41907,35
41908,115
41909,350
41910,105
41911,100
41912,107
41913,308
41914,99
41915,50
41916,70
41917,43
41918,35
41919,300
41920,395
41921,105
41922,80
41923,120
41924,48
41925,51
41926,120
41927,260
41928,82
41929,45
41930,23
41931,37
41932,115
41933,300
41934,316
41935,228
41936,32
41937,79
41938,75
41939,95
41940,100
41941,225
41942,200
41943,160
41944,42
41945,95
41946,90
41947,89
41948,35
41949,83
41950,349
41951,90
41952,100
41953,150
41954,80
41955,75
41956,278
41957,150
41958,40
41959,65
41960,90
41961,199
41962,106
41963,55
41964,28
41965,132
41966,35
41967,29
41968,35
41969,100
41970,42
41971,43
41972,100
41973,35
41974,40
41975,38
41976,40
41977,35
41978,60
41979,160
41980,147
41981,80
41982,135
41983,484
41984,211
41985,388
41986,407
41987,425
41988,432
41989,205
41990,248
41991,396
41992,376
41993,93
41994,125
41995,230
41996,416
41997,50
41998,134
41999,129
42000,93
42001,150
42002,100
42003,235
42004,51
42005,45
42006,180
42007,202
42008,50
42009,160
42010,65
42011,90
42012,50
42013,220
42014,67
42015,45
42016,250
42017,190
42018,42
42019,109
42020,50
42021,150
42022,40
42023,150
42024,137
42025,44
42026,350
42027,275
42028,150
42029,60
42030,125
42031,174
42032,65
42033,192
42034,185
42035,70
42036,166
42037,55
42038,55
42039,130
42040,95
42041,115
42042,37
42043,350
42044,506
42045,165
42046,160
42047,650
42048,40
42049,200
42050,102
42051,359
42052,190
42053,150
42054,150
42055,168
42056,125
42057,40
42058,170
42059,85
42060,128
42061,150
42062,125
42063,95
42064,100
42065,100
42066,58
42067,100
42068,100
42069,100
42070,100
42071,100
42072,100
42073,100
42074,499
42075,100
42076,199
42077,100
42078,100
42079,249
42080,249
42081,100
42082,249
42083,209
42084,250
42085,305
42086,230
42087,325
42088,280
42089,275
42090,220
42091,230
42092,350
42093,324
42094,379
42095,299
42096,359
42097,304
42098,146
42099,149
42100,73
42101,42
42102,42
42103,150
42104,840
42105,315
42106,315
42107,315
42108,100
42109,74
42110,45
42111,300
42112,105
42113,135
42114,200
42115,75
42116,300
42117,185
42118,45
42119,199
42120,60
42121,180
42122,80
42123,39
42124,113
42125,234
42126,150
42127,50
42128,302
42129,350
42130,350
42131,120
42132,55
42133,110
42134,170
42135,189
42136,42
42137,45
42138,132
42139,175
42140,130
42141,94
42142,239
42143,375
42144,450
42145,120
42146,27
42147,125
42148,60
42149,250
42150,175
42151,50
42152,72
42153,160
42154,35
42155,80
42156,55
42157,75
42158,151
42159,30
42160,225
42161,150
42162,55
42163,40
42164,150
42165,85
42166,80
42167,111
42168,82
42169,262
42170,244
42171,240
42172,1315
42173,110
42174,50
42175,38
42176,33
42177,217
42178,220
42179,150
42180,123
42181,50
42182,39
42183,85
42184,100
42185,110
42186,250
42187,85
42188,85
42189,80
42190,30
42191,120
42192,45
42193,70
42194,44
42195,181
42196,37
42197,65
42198,70
42199,650
42200,53
42201,51
42202,150
42203,199
42204,140
42205,170
42206,65
42207,79
42208,36
42209,145
42210,35
42211,55
42212,149
42213,99
42214,45
42215,28
42216,55
42217,400
42218,115
42219,39
42220,84
42221,158
42222,175
42223,300
42224,150
42225,95
42226,140
42227,108
42228,28
42229,145
42230,60
42231,80
42232,52
42233,145
42234,48
42235,75
42236,50
42237,101
42238,62
42239,175
42240,55
42241,60
42242,59
42243,145
42244,140
42245,33
42246,33
42247,75
42248,63
42249,62
42250,65
42251,199
42252,150
42253,130
42254,190
42255,100
42256,139
42257,50
42258,339
42259,129
42260,200
42261,76
42262,125
42263,231
42264,300
42265,140
42266,165
42267,300
42268,63
42269,65
42270,290
42271,59
42272,55
42273,40
42274,80
42275,450
42276,35
42277,69
42278,80
42279,250
42280,225
42281,135
42282,168
42283,250
42284,50
42285,125
42286,50
42287,70
42288,110
42289,180
42290,300
42291,489
42292,69
42293,53
42294,99
42295,115
42296,150
42297,69
42298,99
42299,42
42300,220
42301,65
42302,40
42303,105
42304,79
42305,60
42306,488
42307,95
42308,45
42309,139
42310,56
42311,55
42312,68
42313,221
42314,58
42315,40
42316,189
42317,40
42318,250
42319,135
42320,55
42321,169
42322,100
42323,324
42324,90
42325,95
42326,75
42327,140
42328,90
42329,90
42330,223
42331,150
42332,70
42333,45
42334,260
42335,53
42336,97
42337,140
42338,321
42339,25
42340,104
42341,95
42342,90
42343,150
42344,50
42345,300
42346,80
42347,375
42348,40
42349,325
42350,175
42351,33
42352,170
42353,130
42354,200
42355,212
42356,38
42357,110
42358,42
42359,197
42360,160
42361,80
42362,48
42363,100
42364,125
42365,200
42366,130
42367,400
42368,90
42369,50
42370,45
42371,55
42372,180
42373,239
42374,50
42375,50
42376,149
42377,33
42378,100
42379,177
42380,64
42381,30
42382,35
42383,68
42384,44
42385,60
42386,177
42387,50
42388,300
42389,300
42390,400
42391,39
42392,219
42393,80
42394,70
42395,77
42396,80
42397,50
42398,60
42399,47
42400,50
42401,95
42402,260
42403,159
